REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
3,5,24,029,,,,,,7819,160,247
3,5,24,031,548,47900,43524,1,1,355838,9493,14675
3,5,24,033,548,47900,47894,1,1,315370,7208,11142
3,5,24,035,548,12580,,1,1,18119,499,771
3,5,24,037,548,15680,,1,1,39413,540,834
3,5,24,039,,41540,,1,2,12098,202,312
3,5,24,041,548,20660,,2,1,14410,114,177
3,5,24,043,548,25180,,1,1,58413,872,1348
3,5,24,045,,41540,,1,1,36405,429,663
3,5,24,047,,41540,,1,2,20228,163,253
3,5,24,510,548,12580,,1,1,225599,10383,16051
1,1,25,001,148,12700,,1,1,84090,1906,2946
1,1,25,003,,38340,,1,1,50289,749,1158
1,1,25,005,148,39300,,1,1,204730,4671,7221
1,1,25,007,,47240,,2,1,6659,213,329
1,1,25,009,148,14460,15764,1,1,273379,8195,12668
1,1,25,011,521,24640,,2,1,27750,471,728
1,1,25,013,521,44140,,1,1,168508,2325,3594
1,1,25,015,521,44140,,1,1,61050,1126,1741
1,1,25,017,148,14460,15764,1,1,577698,18192,28122
1,1,25,019,,,,,,4093,91,141
1,1,25,021,148,14460,14454,1,1,247121,6950,10744
1,1,25,023,148,14460,14454,1,1,181511,5079,7852
1,1,25,025,148,14460,14454,1,1,289634,17037,26338
1,1,25,027,148,49340,,1,1,301082,5204,8044
2,3,26,001,,,,,,4663,35,54
2,3,26,003,,,,,,4365,24,37
2,3,26,005,266,26090,,2,1,40862,653,1009
2,3,26,007,,10980,,2,1,11391,174,270
2,3,26,009,,,,,,9244,65,100
2,3,26,011,,,,,,6466,75,116
2,3,26,013,,,,,,4456,85,131
2,3,26,015,266,24340,,1,2,22400,475,734
2,3,26,017,474,13020,,1,1,40473,667,1031
2,3,26,019,,45900,,2,2,6847,42,65
2,3,26,021,515,35660,,1,1,57527,762,1178
2,3,26,023,,17740,,2,1,17524,139,215
2,3,26,025,310,12980,,1,1,49598,522,807
2,3,26,027,515,43780,,1,1,19935,196,303
2,3,26,029,,,,,,9970,105,162
2,3,26,031,,,,,,10311,175,270
2,3,26,033,,42300,,2,1,17686,192,296
2,3,26,035,,,,,,12151,129,200
2,3,26,037,330,29620,,1,1,28015,265,410
2,3,26,039,,,,,,5712,31,49
2,3,26,041,,21540,,2,1,14388,198,306
2,3,26,043,,27020,,2,1,10172,95,147
2,3,26,045,330,29620,,1,1,40153,654,1012
2,3,26,047,,,,,,12396,68,105
2,3,26,049,220,22420,,1,1,150284,1616,2498
2,3,26,051,,,,,,10234,102,158
2,3,26,053,,,,,,7326,86,132
2,3,26,055,,45900,,2,1,33595,345,534
2,3,26,057,394,10940,,2,1,17772,109,169
2,3,26,059,,25880,,2,1,17498,149,231
2,3,26,061,,26340,,2,1,15872,274,424
2,3,26,063,,,,,,12865,165,255
2,3,26,065,330,29620,,1,1,106991,1887,2918
2,3,26,067,266,26960,,2,1,25949,302,467
2,3,26,069,,,,,,10517,195,302
2,3,26,071,,,,,,4819,35,55
2,3,26,073,394,34380,,2,1,27842,290,448
2,3,26,075,,27100,,1,1,62987,705,1089
2,3,26,077,310,28020,,1,1,94702,1314,2031
2,3,26,079,,45900,,2,2,6717,125,194
2,3,26,081,266,24340,,1,1,218120,7444,11508
2,3,26,083,,26340,,2,2,915,5,8
2,3,26,085,,,,,,4830,27,41
2,3,26,087,220,19820,47664,1,2,33832,574,887
2,3,26,089,,45900,,2,2,8682,66,103
2,3,26,091,220,10300,,2,1,38465,390,603
2,3,26,093,220,19820,47664,1,2,67849,1350,2087
2,3,26,095,,,,,,3192,18,27
2,3,26,097,,,,,,4532,78,120
2,3,26,099,220,19820,47664,1,1,312591,7192,11117
2,3,26,101,,,,,,10471,96,149
2,3,26,103,,32100,,2,1,27617,315,486
2,3,26,105,,31220,,2,1,11046,104,161
2,3,26,107,266,13660,,2,1,17304,122,189
2,3,26,109,,31940,,2,1,9487,95,147
2,3,26,111,474,33220,,1,1,31300,339,525
2,3,26,113,,15620,,2,2,5752,93,144
2,3,26,115,220,33780,,1,1,56493,830,1283
2,3,26,117,266,24340,,1,2,24976,569,880
2,3,26,119,,,,,,4026,22,34
2,3,26,121,266,34740,,1,1,63213,709,1096
2,3,26,123,,,,,,18179,217,335
2,3,26,125,220,19820,47664,1,1,445497,10896,16844
2,3,26,127,,,,,,9967,75,116
2,3,26,129,,,,,,8517,139,215
2,3,26,131,,,,,,2882,29,44
2,3,26,133,,,,,,8763,100,155
2,3,26,135,,,,,,3479,28,43
2,3,26,137,,,,,,9154,155,239
2,3,26,139,266,24340,,1,2,95894,2180,3371
2,3,26,141,,,,,,5507,30,47
2,3,26,143,,,,,,10138,115,178
2,3,26,145,474,40980,,1,1,72817,896,1385
2,3,26,147,220,19820,47664,1,2,60919,1559,2410
2,3,26,149,310,44780,,2,1,22310,239,370
2,3,26,151,,,,,,16077,175,270
2,3,26,153,,,,,,3324,50,77
2,3,26,155,330,37020,,2,1,26031,240,371
2,3,26,157,,,,,,21172,306,473
2,3,26,159,310,28020,,1,2,27864,195,302
2,3,26,161,220,11460,,1,1,135372,2460,3802
2,3,26,163,220,19820,19804,1,1,638235,19511,30161
2,3,26,165,,15620,,2,1,12296,96,149
2,4,27,001,,,,,,6741,79,123
2,4,27,003,378,33460,,1,1,123445,2685,4150
2,4,27,005,,,,,,12395,104,161
2,4,27,007,,13420,,2,1,16641,202,313
2,4,27,009,378,41060,,1,1,14437,150,231
2,4,27,011,,,,,,2011,57,88
2,4,27,013,359,31860,,1,1,25982,217,336
2,4,27,015,359,35580,,2,1,9785,58,90
2,4,27,017,,20260,,1,2,14178,99,153
2,4,27,019,378,33460,,1,1,32172,932,1440
2,4,27,021,,14660,,2,2,11395,114,177
2,4,27,023,,,,,,4574,34,52
2,4,27,025,378,33460,,1,2,20845,328,507
2,4,27,027,244,22020,,1,1,22325,307,475
2,4,27,029,,,,,,3304,18,28
2,4,27,031,,,,,,2149,44,68
2,4,27,033,,,,,,4248,32,49
2,4,27,035,,14660,,2,1,23938,158,244
2,4,27,037,378,33460,,1,1,144455,3591,5551
2,4,27,039,462,40340,,1,2,7194,65,100
2,4,27,041,,10820,,2,1,14137,401,620
2,4,27,043,,,,,,5564,39,61
2,4,27,045,462,40340,,1,2,7826,55,85
2,4,27,047,,10660,,2,1,11928,140,217
2,4,27,049,378,39860,,2,1,17274,140,216
2,4,27,051,,,,,,2346,22,34
2,4,27,053,378,33460,,1,1,441369,24330,37611
2,4,27,055,,29100,,1,1,7234,57,89
2,4,27,057,,,,,,7981,80,123
2,4,27,059,378,33460,,1,2,14142,261,403
2,4,27,061,,,,,,17731,143,221
2,4,27,063,,,,,,3987,35,54
2,4,27,065,,,,,,6248,59,91
2,4,27,067,,48820,,2,1,15992,133,206
2,4,27,069,,,,,,1763,14,22
2,4,27,071,,,,,,5216,87,134
2,4,27,073,,,,,,2811,24,38
2,4,27,075,,,,,,4441,24,38
2,4,27,077,,,,,,1666,9,14
2,4,27,079,378,33460,,1,2,10524,162,250
2,4,27,081,,,,,,2273,13,19
2,4,27,083,,32140,,2,1,9582,62,96
2,4,27,085,378,26780,,2,1,13417,74,114
2,4,27,087,,,,,,1885,10,16
2,4,27,089,,,,,,3707,56,86
2,4,27,091,,,,,,7868,91,141
2,4,27,093,,,,,,8785,90,139
2,4,27,095,378,33460,,1,2,9653,186,287
2,4,27,097,,,,,,12602,129,199
2,4,27,099,462,12380,,2,1,14505,164,254
2,4,27,101,,,,,,3340,27,42
2,4,27,103,359,31860,,1,1,12631,307,474
2,4,27,105,,49380,,2,1,8232,50,78
2,4,27,107,,,,,,2560,32,50
2,4,27,109,462,40340,,1,1,52673,774,1196
2,4,27,111,,22260,,2,1,22409,159,246
2,4,27,113,,,,,,5278,29,45
2,4,27,115,,,,,,12442,228,352
2,4,27,117,,,,,,3430,19,29
2,4,27,119,,24220,,1,1,12107,102,158
2,4,27,121,,,,,,4337,42,64
2,4,27,123,378,33460,,1,1,188874,7606,11758
2,4,27,125,,,,,,1584,50,77
2,4,27,127,,,,,,5905,55,84
2,4,27,129,,,,,,6062,33,52
2,4,27,131,378,22060,,2,1,25352,300,464
2,4,27,133,,,,,,3465,19,29
2,4,27,135,,,,,,5942,55,85
2,4,27,137,,20260,,1,1,80333,806,1247
2,4,27,139,378,33460,,1,1,46050,1292,1997
2,4,27,141,378,33460,,1,1,32515,510,788
2,4,27,143,378,33460,,1,2,5668,100,155
2,4,27,145,378,41060,,1,1,58483,615,951
2,4,27,147,,36940,,2,1,13245,221,342
2,4,27,149,,,,,,3768,50,78
2,4,27,151,,,,,,3789,21,32
2,4,27,153,,,,,,9486,66,102
2,4,27,155,,,,,,1378,43,67
2,4,27,157,462,40340,,1,2,8208,153,237
2,4,27,159,,,,,,5081,36,56
2,4,27,161,,,,,,6734,42,64
2,4,27,163,378,33460,,1,1,87251,2321,3588
2,4,27,165,,,,,,4206,23,36
2,4,27,167,244,47420,,2,2,2480,32,49
2,4,27,169,,49100,,2,1,20199,256,396
2,4,27,171,378,33460,,1,1,44335,835,1291
2,4,27,173,,,,,,3969,36,55
3,6,28,001,,35020,,2,1,12589,196,303
3,6,28,003,,18420,,2,1,13547,75,115
3,6,28,005,,32620,,2,2,4895,63,98
3,6,28,007,,,,,,6657,37,57
3,6,28,009,368,32820,,1,2,3184,40,62
3,6,28,011,185,17380,,2,1,11566,86,134
3,6,28,013,,,,,,5251,29,45
3,6,28,015,,24900,,2,2,4149,23,35
3,6,28,017,,,,,,6068,33,52
3,6,28,019,,,,,,3033,17,26
3,6,28,021,298,46980,,2,2,3371,91,140
3,6,28,023,,32940,,2,2,5870,82,127
3,6,28,025,,,,,,7052,39,60
3,6,28,027,,17260,,2,1,8113,45,69
3,6,28,029,298,27140,,1,2,10430,170,264
3,6,28,031,,,,,,6948,38,59
3,6,28,033,368,32820,,1,1,56421,1328,2053
3,6,28,035,,25620,,1,1,27218,516,798
3,6,28,037,,,,,,2866,16,24
3,6,28,039,,,,,,8477,47,72
3,6,28,041,,,,,,6982,38,59
3,6,28,043,,24980,,2,1,7544,41,64
3,6,28,045,,25060,,1,1,16580,241,373
3,6,28,047,,25060,,1,1,70927,1259,1946
3,6,28,049,298,27140,,1,1,82997,1067,1649
3,6,28,051,,,,,,6144,34,52
3,6,28,053,,,,,,3016,17,26
3,6,28,055,,,,,,715,4,6
3,6,28,057,,46180,,2,2,8692,57,89
3,6,28,059,,25060,,1,2,51042,357,552
3,6,28,061,,29860,,2,2,6123,34,52
3,6,28,063,,,,,,2843,16,24
3,6,28,065,,,,,,4406,24,37
3,6,28,067,,29860,,2,1,24325,244,377
3,6,28,069,,32940,,2,2,3865,21,33
3,6,28,071,,37060,,2,1,19381,107,165
3,6,28,073,,25620,,1,1,19898,139,215
3,6,28,075,,32940,,2,1,28848,159,245
3,6,28,077,,,,,,4651,40,61
3,6,28,079,,,,,,8019,44,68
3,6,28,081,,46180,,2,1,28788,172,265
3,6,28,083,,24900,,2,1,10907,94,145
3,6,28,085,298,15020,,2,1,12093,148,228
3,6,28,087,,18060,,2,1,20916,203,314
3,6,28,089,298,27140,,1,1,33359,546,844
3,6,28,091,,,,,,9419,52,80
3,6,28,093,368,32820,,1,2,13998,304,470
3,6,28,095,,,,,,13017,72,111
3,6,28,097,,,,,,3780,21,32
3,6,28,099,,,,,,9960,77,119
3,6,28,101,,,,,,7538,102,157
3,6,28,103,,,,,,3927,22,33
3,6,28,105,,44260,,2,1,19661,182,281
3,6,28,107,,,,,,11889,109,169
3,6,28,109,406,38100,,2,1,20371,112,173
3,6,28,111,,25620,,1,2,4375,60,92
3,6,28,113,,32620,,2,1,13557,178,276
3,6,28,115,,46180,,2,2,10743,59,91
3,6,28,117,,,,,,9248,51,79
3,6,28,119,,,,,,2768,15,24
3,6,28,121,298,27140,,1,1,50955,743,1148
3,6,28,123,,,,,,9959,105,162
3,6,28,125,,,,,,1609,9,14
3,6,28,127,298,27140,,1,2,9604,74,115
3,6,28,129,,,,,,5857,64,99
3,6,28,131,,,,,,6775,183,283
3,6,28,133,185,26940,,2,1,11647,105,162
3,6,28,135,,,,,,6737,37,57
3,6,28,137,368,32820,,1,2,10159,127,196
3,6,28,139,,,,,,7998,44,68
3,6,28,141,,,,,,7242,40,62
3,6,28,143,368,32820,,1,2,3542,44,68
3,6,28,145,,,,,,9791,72,112
3,6,28,147,,,,,,5333,167,258
3,6,28,149,298,46980,,2,1,16828,270,418
3,6,28,151,,24740,,2,1,16494,343,530
3,6,28,153,,,,,,7223,113,175
3,6,28,155,,,,,,3651,37,58
3,6,28,157,,,,,,4011,22,34
3,6,28,159,,,,,,6814,37,58
3,6,28,161,,,,,,4486,25,38
3,6,28,163,298,27140,,1,2,11825,133,206
2,4,29,001,,28860,,2,1,9648,126,195
2,4,29,003,312,41140,,1,2,6377,235,363
2,4,29,005,,,,,,2182,12,19
2,4,29,007,190,33020,,2,1,8409,108,166
2,4,29,009,,,,,,13315,73,113
2,4,29,011,,,,,,4458,25,38
2,4,29,013,312,28140,,1,2,6113,76,118
2,4,29,015,,,,,,7798,43,66
2,4,29,017,164,16020,,1,2,4716,106,164
2,4,29,019,190,17860,,1,1,62471,902,1394
2,4,29,021,312,41140,,1,1,34030,525,812
2,4,29,023,,38740,,2,1,15541,116,180
2,4,29,025,312,28140,,1,2,3445,49,76
2,4,29,027,,27620,,1,2,17626,163,252
2,4,29,029,,,,,,17469,135,208
2,4,29,031,164,16020,,1,1,28351,320,494
2,4,29,033,,,,,,3353,50,77
2,4,29,035,,,,,,2290,13,19
2,4,29,037,312,28140,,1,1,35488,576,891
2,4,29,039,,,,,,5202,29,44
2,4,29,041,,,,,,2921,30,47
2,4,29,043,520,44180,,1,1,27595,259,400
2,4,29,045,,22800,,2,2,2655,52,81
2,4,29,047,312,28140,,1,1,80696,1703,2632
2,4,29,049,312,28140,,1,2,7775,134,207
2,4,29,051,,27620,,1,1,29441,414,640
2,4,29,053,,,,,,7247,56,87
2,4,29,055,,,,,,9176,50,78
2,4,29,057,,,,,,2990,26,40
2,4,29,059,520,44180,,1,2,6260,87,134
2,4,29,061,,,,,,3064,31,48
2,4,29,063,312,41140,,1,2,6918,48,75
2,4,29,065,,,,,,5894,57,88
2,4,29,067,,,,,,5216,29,44
2,4,29,069,,28380,,2,1,11135,61,95
2,4,29,071,476,41180,,1,2,37543,475,735
2,4,29,073,,,,,,5753,32,49
2,4,29,075,,,,,,2474,35,54
2,4,29,077,520,44180,,1,1,105331,1675,2589
2,4,29,079,,,,,,3721,20,32
2,4,29,081,,,,,,3255,18,28
2,4,29,083,,,,,,8334,80,123
2,4,29,085,,,,,,3811,21,32
2,4,29,087,,,,,,1876,10,16
2,4,29,089,,,,,,3911,91,141
2,4,29,091,,48460,,2,1,14416,133,205
2,4,29,093,,,,,,4019,41,63
2,4,29,095,312,28140,,1,1,242911,10589,16369
2,4,29,097,309,27900,,1,1,41830,555,858
2,4,29,099,476,41180,,1,1,81226,1671,2583
2,4,29,101,312,47660,,2,1,21098,295,456
2,4,29,103,,,,,,1488,8,13
2,4,29,105,,30060,,2,1,12953,366,565
2,4,29,107,312,28140,,1,2,12328,154,238
2,4,29,109,,,,,,13887,154,238
2,4,29,111,448,39500,,2,2,3844,21,33
2,4,29,113,476,41180,,1,2,18886,236,365
2,4,29,115,,,,,,4527,88,137
2,4,29,117,,,,,,5155,42,64
2,4,29,119,,22220,,1,2,8310,58,90
2,4,29,121,,,,,,5677,31,48
2,4,29,123,,,,,,4540,25,39
2,4,29,125,,,,,,3496,19,30
2,4,29,127,448,25300,,2,1,10382,174,269
2,4,29,129,,,,,,1396,8,12
2,4,29,131,,,,,,9301,96,149
2,4,29,133,,,,,,6015,78,120
2,4,29,135,,27620,,1,2,6224,119,185
2,4,29,137,,,,,,3362,18,29
2,4,29,139,,,,,,4531,25,39
2,4,29,141,,,,,,7862,104,161
2,4,29,143,,,,,,6681,89,138
2,4,29,145,309,27900,,1,2,21314,214,330
2,4,29,147,,32340,,2,1,9597,64,98
2,4,29,149,,,,,,4168,205,317
2,4,29,151,,27620,,1,2,5468,70,108
2,4,29,153,,,,,,3963,36,56
2,4,29,155,,,,,,6067,63,98
2,4,29,157,,,,,,7014,48,74
2,4,29,159,,42740,,2,1,15203,170,263
2,4,29,161,,40620,,2,1,18489,188,290
2,4,29,163,,,,,,8105,45,69
2,4,29,165,312,28140,,1,1,33449,695,1074
2,4,29,167,520,44180,,1,2,11377,125,194
2,4,29,169,,22780,,2,1,23253,128,198
2,4,29,171,,,,,,1866,10,16
2,4,29,173,448,25300,,2,2,3955,22,34
2,4,29,175,190,33620,,2,1,10131,72,112
2,4,29,177,312,28140,,1,2,8648,114,177
2,4,29,179,,,,,,2591,24,37
2,4,29,181,,,,,,5218,47,73
2,4,29,183,476,41180,,1,1,132142,2612,4038
2,4,29,185,,,,,,3894,63,97
2,4,29,186,,,,,,6990,38,59
2,4,29,187,476,22100,,2,1,28160,305,471
2,4,29,189,476,41180,,1,1,355539,7790,12042
2,4,29,195,,32180,,2,1,8813,48,75
2,4,29,197,,28860,,2,2,1580,9,13
2,4,29,199,,,,,,1692,9,14
2,4,29,201,164,43460,,2,1,13975,167,257
2,4,29,203,,,,,,3148,17,27
2,4,29,205,,,,,,2315,13,20
2,4,29,207,,,,,,11113,127,197
2,4,29,209,520,14700,,2,2,12659,134,208
2,4,29,211,,,,,,2554,14,22
2,4,29,213,520,14700,,2,1,19594,214,330
2,4,29,215,,,,,,10383,170,263
2,4,29,217,,,,,,7353,166,256
2,4,29,219,476,41180,,1,2,12120,152,234
2,4,29,221,,,,,,9918,149,230
2,4,29,223,,,,,,5252,29,45
2,4,29,225,520,44180,,1,2,13241,185,287
2,4,29,227,,,,,,819,5,7
2,4,29,229,,,,,,6694,37,57
2,4,29,510,476,41180,,1,1,120122,6623,10239
4,8,30,001,,,,,,3736,21,32
4,8,30,003,,,,,,4209,23,36
4,8,30,005,,,,,,2267,12,19
4,8,30,007,,,,,,2222,12,19
4,8,30,009,,13740,,1,2,4065,49,76
4,8,30,011,,,,,,484,3,4
4,8,30,013,,24500,,1,1,31148,290,449
4,8,30,015,,,,,,2137,12,18
4,8,30,017,,,,,,4536,52,80
4,8,30,019,,,,,,794,4,7
4,8,30,021,,,,,,3821,141,217
4,8,30,023,,,,,,4018,22,34
4,8,30,025,,,,,,1175,6,10
4,8,30,027,,,,,,4631,25,39
4,8,30,029,,28060,,2,1,34712,269,415
4,8,30,031,,14580,,2,1,37754,237,367
4,8,30,033,,,,,,411,2,3
4,8,30,035,,,,,,4391,24,37
4,8,30,037,,13740,,1,2,301,2,3
4,8,30,039,,,,,,1341,30,46
4,8,30,041,,,,,,5979,142,219
4,8,30,043,,25740,,2,2,4544,25,39
4,8,30,045,,,,,,790,4,7
4,8,30,047,,,,,,10597,150,232
4,8,30,049,,25740,,2,1,24259,249,385
4,8,30,051,,,,,,854,5,7
4,8,30,053,,,,,,8030,44,68
4,8,30,055,,,,,,758,4,6
4,8,30,057,,,,,,3285,23,35
4,8,30,059,,,,,,783,4,7
4,8,30,061,,,,,,1781,68,106
4,8,30,063,,33540,,1,1,44053,802,1240
4,8,30,065,,,,,,1870,10,16
4,8,30,067,,,,,,6168,34,52
4,8,30,069,,,,,,217,1,2
4,8,30,071,,,,,,1590,9,14
4,8,30,073,,,,,,2284,13,19
4,8,30,075,,,,,,678,36,55
4,8,30,077,,,,,,3782,21,32
4,8,30,079,,,,,,509,3,4
4,8,30,081,,,,,,15568,131,202
4,8,30,083,,,,,,4110,23,35
4,8,30,085,,,,,,3526,56,87
4,8,30,087,,,,,,3252,18,28
4,8,30,089,,,,,,4617,25,39
4,8,30,091,,,,,,1308,7,11
4,8,30,093,,15580,,2,1,13697,177,274
4,8,30,095,,,,,,3637,20,31
4,8,30,097,,,,,,1390,8,12
4,8,30,099,,,,,,2259,12,19
4,8,30,101,,,,,,2476,14,21
4,8,30,103,,,,,,305,2,3
4,8,30,105,,,,,,2872,16,24
4,8,30,107,,,,,,852,20,31
4,8,30,109,,,,,,368,24,37
4,8,30,111,,13740,,1,1,55452,687,1063
2,4,31,001,,25580,,2,1,11816,124,192
2,4,31,003,,,,,,2509,14,21
2,4,31,005,,,,,,165,1,1
2,4,31,007,,42420,,2,2,309,2,3
2,4,31,009,,,,,,235,1,2
2,4,31,011,,,,,,2087,25,39
2,4,31,013,,,,,,4039,22,34
2,4,31,015,,,,,,813,4,7
2,4,31,017,,,,,,1207,7,10
2,4,31,019,,28260,,2,1,17447,221,341
2,4,31,021,,,,,,2544,61,94
2,4,31,023,,,,,,3150,17,27
2,4,31,025,420,36540,,1,2,9372,105,162
2,4,31,027,,,,,,3285,32,49
2,4,31,029,,,,,,1439,8,12
2,4,31,031,,,,,,2085,11,18
2,4,31,033,,,,,,3702,20,31
2,4,31,035,,,,,,2439,13,21
2,4,31,037,,,,,,3824,87,134
2,4,31,039,,,,,,3379,40,62
2,4,31,041,,,,,,4117,23,35
2,4,31,043,512,43580,,1,1,7205,145,225
2,4,31,045,,,,,,3623,20,31
2,4,31,047,,30420,,2,1,8719,82,126
2,4,31,049,,,,,,783,4,7
2,4,31,051,512,43580,,1,2,2181,15,24
2,4,31,053,420,23340,,2,1,13524,83,128
2,4,31,055,420,36540,,1,1,188528,3492,5398
2,4,31,057,,,,,,801,4,7
2,4,31,059,,,,,,2199,12,19
2,4,31,061,,,,,,1260,55,85
2,4,31,063,,,,,,1011,24,37
2,4,31,065,,,,,,1835,10,16
2,4,31,067,339,13100,,2,1,8268,63,98
2,4,31,069,,,,,,790,18,28
2,4,31,071,,,,,,745,4,6
2,4,31,073,,30420,,2,2,742,4,6
2,4,31,075,,,,,,247,1,2
2,4,31,077,,,,,,955,5,8
2,4,31,079,,24260,,1,1,21543,183,283
2,4,31,081,,24260,,1,2,3346,27,42
2,4,31,083,,,,,,1392,8,12
2,4,31,085,,,,,,476,3,4
2,4,31,087,,,,,,1128,26,41
2,4,31,089,,,,,,3908,21,33
2,4,31,091,,,,,,267,1,2
2,4,31,093,,24260,,1,2,2404,17,26
2,4,31,095,,,,,,2877,16,24
2,4,31,097,,,,,,2476,14,21
2,4,31,099,,28260,,2,2,2381,13,20
2,4,31,101,,,,,,3201,30,46
2,4,31,103,,,,,,297,2,3
2,4,31,105,,,,,,1438,8,12
2,4,31,107,,,,,,3185,30,46
2,4,31,109,339,30700,,1,1,111034,1430,2210
2,4,31,111,,35820,,2,1,13306,146,226
2,4,31,113,,35820,,2,2,289,2,2
2,4,31,115,,,,,,227,1,2
2,4,31,117,,35820,,2,2,142,1,1
2,4,31,119,,35740,,2,1,12876,84,130
2,4,31,121,,24260,,1,2,2915,20,32
2,4,31,123,,,,,,1904,10,16
2,4,31,125,,,,,,1398,8,12
2,4,31,127,,,,,,2777,15,24
2,4,31,129,,,,,,1728,29,45
2,4,31,131,,,,,,5781,41,63
2,4,31,133,,,,,,1084,6,9
2,4,31,135,,,,,,1112,6,9
2,4,31,137,,,,,,3391,19,29
2,4,31,139,,35740,,2,2,2710,15,23
2,4,31,141,,18100,,2,1,11776,69,107
2,4,31,143,,,,,,1990,11,17
2,4,31,145,,,,,,4185,23,36
2,4,31,147,,,,,,3155,17,27
2,4,31,149,,,,,,573,12,18
2,4,31,151,,,,,,5557,116,180
2,4,31,153,420,36540,,1,1,57093,687,1062
2,4,31,155,420,36540,,1,2,7749,68,106
2,4,31,157,,42420,,2,1,13214,73,112
2,4,31,159,339,30700,,1,2,6575,66,102
2,4,31,161,,,,,,2030,32,49
2,4,31,163,,,,,,1190,7,10
2,4,31,165,,42420,,2,2,497,29,45
2,4,31,167,,35740,,2,2,2197,17,26
2,4,31,169,,,,,,1996,11,17
2,4,31,171,,,,,,282,2,2
2,4,31,173,,,,,,2174,12,18
2,4,31,175,,,,,,1626,9,14
2,4,31,177,420,36540,,1,2,7532,56,87
2,4,31,179,,,,,,3884,32,50
2,4,31,181,,,,,,1399,47,73
2,4,31,183,,,,,,367,2,3
2,4,31,185,,,,,,5105,28,43
4,8,32,001,,21980,,2,1,9312,125,193
4,8,32,003,332,29820,,1,1,744929,30099,46529
4,8,32,005,456,23820,,2,1,18835,104,160
4,8,32,007,,21220,,2,1,18551,102,158
4,8,32,009,,,,,,417,2,4
4,8,32,011,,21220,,2,2,697,4,6
4,8,32,013,,49080,,2,1,6411,35,55
4,8,32,015,,,,,,2227,12,19
4,8,32,017,,,,,,2099,12,18
4,8,32,019,456,22280,,2,1,19688,108,167
4,8,32,021,,,,,,1982,11,17
4,8,32,023,332,37220,,2,1,17536,182,281
4,8,32,027,,,,,,3666,20,31
4,8,32,029,456,39900,,1,2,1624,11,18
4,8,32,031,456,39900,,1,1,163735,2430,3757
4,8,32,033,,,,,,4524,25,38
4,8,32,510,456,16180,,1,1,22204,179,276
1,1,33,001,148,29060,,2,1,23203,168,260
1,1,33,003,,,,,,19274,218,337
1,1,33,005,,28300,,2,1,29920,418,646
1,1,33,007,,13620,,2,1,13475,255,394
1,1,33,009,,17200,,2,1,35880,754,1166
1,1,33,011,148,31700,,1,1,151890,2054,3175
1,1,33,013,148,18180,,2,1,56233,767,1185
1,1,33,015,148,14460,40484,1,1,113225,3630,5612
1,1,33,017,148,14460,40484,1,2,47335,770,1191
1,1,33,019,,17200,,2,2,16842,102,157
1,2,34,001,428,12100,,1,1,101114,1381,2135
1,2,34,003,408,35620,35614,1,1,336633,6929,10711
1,2,34,005,428,37980,15804,1,1,169152,4258,6582
1,2,34,007,428,37980,15804,1,1,184771,5760,8904
1,2,34,009,428,36140,,1,1,37909,514,794
1,2,34,011,428,47220,,1,1,61895,777,1201
1,2,34,013,408,35620,35084,1,1,278826,9987,15438
1,2,34,015,428,37980,15804,1,1,104905,2020,3122
1,2,34,017,408,35620,35614,1,1,251902,11982,18523
1,2,34,019,408,35620,35084,1,1,48419,1850,2860
1,2,34,021,408,45940,,1,1,137976,2176,3364
1,2,34,023,408,35620,35614,1,1,306847,6340,9801
1,2,34,025,408,35620,35614,1,1,231348,6501,10049
1,2,34,027,408,35620,35084,1,1,183255,3816,5898
1,2,34,029,408,35620,35614,1,1,208123,4278,6613
1,2,34,031,408,35620,35614,1,1,180922,4306,6657
1,2,34,033,428,37980,48864,1,1,24197,364,562
1,2,34,035,408,35620,35084,1,1,118283,3736,5775
1,2,34,037,408,35620,35084,1,1,55983,952,1472
1,2,34,039,408,35620,35084,1,1,195569,7420,11471
1,2,34,041,408,10900,,1,1,39933,379,586
4,8,35,001,106,10740,,1,1,246606,4722,7299
4,8,35,003,,,,,,1673,9,14
4,8,35,005,,40740,,2,1,23147,180,278
4,8,35,006,106,24380,,2,1,10311,276,426
4,8,35,007,,,,,,5468,30,46
4,8,35,009,188,17580,,2,1,18152,217,336
4,8,35,011,,,,,,718,4,6
4,8,35,013,238,29740,,1,1,75438,1088,1682
4,8,35,015,,16100,,2,1,19964,139,215
4,8,35,017,,43500,,2,1,11319,238,368
4,8,35,019,,,,,,2117,36,56
4,8,35,021,,,,,,281,2,2
4,8,35,023,,,,,,1805,48,74
4,8,35,025,,26020,,2,1,23910,357,552
4,8,35,027,,,,,,8032,94,145
4,8,35,028,106,31060,,2,1,6839,38,58
4,8,35,029,,19700,,2,1,8982,212,328
4,8,35,031,,23700,,2,1,23583,169,262
4,8,35,033,,,,,,2001,11,17
4,8,35,035,,10460,,2,1,24600,185,286
4,8,35,037,,,,,,3430,43,66
4,8,35,039,106,21580,,2,1,14977,265,409
4,8,35,041,188,38780,,2,1,7456,41,63
4,8,35,043,106,10740,,1,1,47525,720,1114
4,8,35,045,,22140,,1,1,45267,411,635
