family_income,gpa,parent_avg_age
33578.0,3.12,38
54390.0,2.94,45
66324.0,3.32,33
45049.0,2.89,40
43031.0,3.28,65
73100.0,3.33,59
17451.0,2.86,48
37505.0,2.97,55
30306.0,3.11,47
45369.0,2.79,51
50530.0,3.17,59
35093.0,2.77,62
63713.0,3.27,50
18500.0,2.83,45
57807.0,3.14,65
19627.0,2.68,41
15437.0,2.51,54
72096.0,3.49,50
39654.0,2.81,56
43533.0,2.78,65
40554.0,3.07,62
55180.0,3.09,66
16329.0,2.36,62
44328.0,2.8,37
45242.0,3.79,39
34106.0,2.71,65
20449.0,2.67,58
42120.0,3.14,61
26065.0,2.49,64
52254.0,3.3,30
82441.0,3.35,36
59140.0,3.14,47
24734.0,2.64,42
21044.0,2.86,65
32180.0,3.41,37
26366.0,2.79,43
14592.0,2.75,39
22297.0,2.77,53
32825.0,2.91,51
64318.0,3.72,54
26163.0,2.77,38
23607.0,3.01,61
54348.0,3.42,46
41822.0,3.23,44
23961.0,2.71,39
23277.0,2.68,43
75451.0,3.38,46
52278.0,2.92,51
21652.0,2.93,44
29838.0,3.1,49
39758.0,2.83,51
40008.0,2.81,63
24582.0,2.61,31
44625.0,2.91,62
38294.0,2.86,53
21450.0,2.61,49
60016.0,3.04,50
31367.0,2.87,42
13593.0,2.58,41
66927.0,3.15,64
83386.0,3.44,34
25105.0,2.47,43
38993.0,2.86,54
43940.0,2.99,61
43526.0,2.78,64
28525.0,2.7,35
37628.0,3.27,38
16178.0,2.77,55
24968.0,2.85,60
30684.0,3.17,31
46509.0,2.9,43
43691.0,3.22,59
21440.0,2.98,39
25145.0,2.68,41
16653.0,2.62,30
73459.0,3.22,52
12842.0,2.55,55
19838.0,2.88,46
14324.0,2.69,53
36319.0,2.84,45
44974.0,3.13,43
40319.0,3.24,43
28211.0,3.25,63
15175.0,2.66,37
71720.0,3.26,47
9488.0,2.43,31
42550.0,2.98,58
28265.0,3.1,42
27175.0,2.98,45
27493.0,2.74,65
10852.0,2.41,47
22137.0,2.51,33
25663.0,2.98,55
18652.0,2.94,32
42283.0,2.77,56
70368.0,3.56,30
57527.0,3.14,57
60970.0,3.04,57
63084.0,3.49,42
33584.0,3.02,36
35873.0,3.01,53
51602.0,3.01,50
68722.0,3.49,35
86691.0,3.43,60
60910.0,3.34,55
30892.0,2.92,39
25830.0,2.95,30
26417.0,3.07,39
26231.0,2.91,60
43540.0,3.01,37
50741.0,3.21,64
54454.0,3.05,62
51474.0,3.46,45
52920.0,3.03,52
16450.0,2.54,49
31009.0,2.96,48
14227.0,2.46,49
53861.0,2.99,52
45953.0,2.92,50
52086.0,2.96,54
18854.0,2.63,51
37732.0,2.68,38
27721.0,3.25,54
53337.0,2.94,53
29440.0,2.54,38
70827.0,3.38,37
52232.0,3.35,41
24168.0,2.61,49
31140.0,3.14,54
91447.0,3.43,54
40769.0,3.11,54
20453.0,2.92,60
43114.0,2.95,58
71592.0,3.19,66
26239.0,2.92,62
21502.0,2.7,51
27778.0,2.84,45
56743.0,3.05,31
35407.0,2.91,42
40734.0,2.87,64
57569.0,2.98,34
19299.0,2.89,63
31159.0,3.25,66
15852.0,2.45,49
50535.0,3.24,35
64947.0,3.23,35
33032.0,2.7,50
27607.0,2.64,34
16839.0,2.45,47
44941.0,3.1,55
25219.0,2.77,47
38231.0,3.09,64
37093.0,3.42,63
27498.0,2.91,50
64453.0,3.45,66
15970.0,2.56,43
48242.0,3.41,33
17846.0,2.55,53
35374.0,3.07,32
29685.0,3.15,46
38843.0,3.15,60
47571.0,3.54,53
35173.0,2.88,60
41039.0,3.15,54
32285.0,2.9,55
42664.0,2.86,63
9861.0,2.52,34
48741.0,3.17,34
60688.0,3.33,35
33135.0,3.27,57
33261.0,2.64,48
51029.0,3.61,57
41694.0,2.73,36
27880.0,3.16,37
47493.0,3.22,59
20509.0,2.86,65
29908.0,2.62,31
42430.0,3.29,36
21868.0,2.8,44
38481.0,2.72,49
17317.0,2.61,52
40218.0,3.15,63
11105.0,2.57,54
15125.0,2.65,30
19557.0,2.81,53
27214.0,2.63,44
23333.0,2.9,38
24380.0,3.12,33
22732.0,3.1,65
57796.0,3.19,60
74339.0,3.91,42
35222.0,3.11,64
54670.0,3.13,34
40389.0,2.81,55
13331.0,2.59,44
17146.0,2.79,48
21579.0,2.97,58
24689.0,2.99,59
7201.0,2.4,45
32921.0,3.22,47
42861.0,2.89,56
36338.0,3.17,31
23176.0,2.77,38
60775.0,3.16,53
59099.0,3.04,53
34025.0,3.05,43
45086.0,2.91,45
35303.0,3.44,60
31056.0,2.69,64
15848.0,2.79,37
31002.0,3.35,53
49394.0,2.97,59
36046.0,3.0,45
19667.0,2.77,49
40097.0,3.0,45
13794.0,2.69,65
31789.0,2.7,42
24341.0,3.06,48
57645.0,3.23,36
46032.0,3.0,59
28328.0,2.59,51
68886.0,3.8,49
58428.0,3.37,38
47462.0,3.38,53
45133.0,2.88,47
36750.0,2.81,40
44990.0,2.9,50
45558.0,2.79,38
23875.0,2.79,44
24468.0,2.88,56
54299.0,3.6,33
18706.0,2.5,39
31463.0,3.4,37
26626.0,2.49,44
27182.0,3.08,44
35392.0,2.75,38
30326.0,3.16,37
42782.0,2.82,46
13523.0,2.7,42
56955.0,3.52,49
43219.0,3.01,42
26205.0,2.81,53
29749.0,2.95,62
11201.0,2.54,32
43865.0,2.85,62
33051.0,3.1,49
44724.0,2.94,48
51916.0,3.22,48
21789.0,2.87,48
15990.0,2.68,40
25949.0,2.71,45
41833.0,2.87,58
46662.0,3.16,63
42466.0,2.8,34
26721.0,2.74,53
61647.0,3.32,32
35126.0,2.99,51
28228.0,3.23,65
13804.0,2.39,59
39204.0,3.1,43
18345.0,2.4,37
54605.0,2.97,49
20883.0,2.43,30
21184.0,2.79,64
31638.0,3.26,50
14916.0,2.58,30
29761.0,2.92,52
18840.0,2.91,52
22948.0,2.65,61
46336.0,2.82,33
21781.0,3.01,52
46721.0,3.74,30
33713.0,3.16,49
49100.0,2.9,46
35972.0,2.97,37
89328.0,3.4,66
18864.0,2.4,34
64214.0,3.06,32
17875.0,2.71,64
17379.0,2.88,33
36764.0,2.82,38
52777.0,3.4,30
61792.0,3.22,50
24898.0,2.92,31
32686.0,3.02,53
48535.0,2.96,51
39840.0,2.88,39
26271.0,2.73,51
28518.0,3.11,30
42572.0,2.8,31
13177.0,2.68,36
32347.0,2.73,51
35214.0,3.02,37
37181.0,3.11,59
42419.0,2.82,64
35594.0,2.65,33
29567.0,2.79,36
34832.0,2.73,56
50404.0,3.23,35
48619.0,3.07,36
22817.0,2.97,37
9456.0,2.36,58
40205.0,2.9,55
28728.0,2.89,60
51669.0,2.9,47
45499.0,2.9,60
49926.0,3.24,60
51234.0,2.95,48
26391.0,3.15,62
39656.0,3.0,62
32504.0,2.72,41
27409.0,2.84,38
54955.0,3.11,43
36386.0,2.8,62
44708.0,3.06,38
78823.0,3.35,58
49216.0,3.57,50
33122.0,3.19,39
40307.0,3.05,57
47472.0,3.1,56
33672.0,2.82,48
35106.0,2.96,47
39311.0,2.71,34
28778.0,2.69,54
31599.0,3.02,38
40722.0,3.07,60
36552.0,2.92,62
54853.0,3.46,62
17667.0,2.73,43
22846.0,2.61,42
26523.0,2.7,40
35808.0,2.78,43
30888.0,2.6,37
61654.0,3.69,39
20613.0,2.55,61
55969.0,3.15,35
58715.0,3.34,47
44209.0,3.03,31
38251.0,3.66,54
19940.0,2.92,39
74872.0,3.52,49
30868.0,3.05,55
34140.0,3.11,54
62658.0,3.53,36
36295.0,3.3,45
44533.0,3.04,53
26690.0,3.07,48
79554.0,3.38,35
46984.0,2.91,57
65886.0,3.11,50
28945.0,3.09,61
55926.0,3.36,57
41252.0,2.9,45
20022.0,2.9,45
26302.0,3.14,35
31800.0,2.95,40
27102.0,2.77,31
51840.0,3.04,41
74170.0,3.38,45
33439.0,3.53,31
40114.0,2.99,43
37507.0,2.71,62
40396.0,2.82,61
35242.0,2.68,61
20124.0,2.63,35
55683.0,3.15,60
61872.0,3.21,40
22318.0,2.94,58
66807.0,3.52,36
79261.0,3.39,38
21264.0,2.9,48
23369.0,2.93,44
22264.0,2.64,47
20750.0,2.62,44
32316.0,2.93,65
17610.0,2.36,48
38418.0,2.93,54
48381.0,3.08,42
28630.0,2.9,54
32415.0,2.6,39
38009.0,3.17,53
47909.0,2.94,30
25618.0,3.13,63
21574.0,2.62,43
25950.0,2.93,39
32222.0,2.61,35
43589.0,3.23,34
39877.0,3.03,47
74727.0,3.46,52
38104.0,3.24,58
33601.0,2.99,53
24789.0,3.01,64
58169.0,3.29,56
45374.0,3.09,43
47152.0,3.22,54
25209.0,2.63,33
39731.0,3.39,59
47788.0,2.9,60
45087.0,3.6,49
57319.0,3.22,49
29960.0,3.03,48
43665.0,2.92,35
28695.0,3.26,40
51386.0,3.16,52
21072.0,2.49,54
33885.0,2.92,62
22060.0,2.78,56
50552.0,2.9,51
45742.0,2.87,62
28207.0,3.2,55
32644.0,2.67,66
26604.0,2.71,65
18508.0,2.47,51
31614.0,3.43,46
58900.0,3.04,50
65409.0,3.61,36
27951.0,2.76,33
26251.0,2.69,58
37447.0,2.77,65
22256.0,2.9,59
38902.0,3.22,63
48254.0,3.32,64
25561.0,2.74,65
54399.0,3.72,40
20681.0,2.71,43
46676.0,3.19,58
23648.0,2.69,63
26083.0,3.15,62
25889.0,3.02,32
34759.0,2.66,42
18934.0,2.47,33
26354.0,2.9,43
30460.0,2.88,36
34832.0,3.07,60
67128.0,3.45,47
28267.0,2.77,42
51637.0,3.05,62
52228.0,3.59,46
32369.0,3.22,55
40911.0,3.09,31
28302.0,2.89,47
18015.0,2.63,59
50059.0,3.01,39
51847.0,2.94,65
40790.0,2.77,46
41665.0,2.88,36
15154.0,2.39,35
28701.0,2.72,31
61131.0,3.38,49
48824.0,3.36,61
65369.0,3.25,54
41920.0,3.01,44
42243.0,3.24,57
17029.0,2.79,47
29385.0,2.83,32
59546.0,3.15,38
46161.0,3.21,52
51148.0,3.15,30
58872.0,3.02,34
32189.0,2.75,31
19209.0,2.87,33
27728.0,2.58,53
36095.0,2.97,60
20204.0,2.88,65
42687.0,3.01,39
40890.0,3.01,36
67446.0,3.27,66
13820.0,2.35,33
33937.0,3.07,45
15259.0,2.61,45
68786.0,3.14,43
50820.0,3.13,44
17942.0,2.62,30
22501.0,2.67,50
25778.0,2.75,65
76068.0,3.35,59
61901.0,3.45,48
45073.0,2.89,50
22366.0,2.65,49
33019.0,2.83,34
29560.0,2.68,43
28493.0,2.82,66
16975.0,2.49,61
71118.0,3.31,32
16312.0,2.74,39
40653.0,2.84,66
34557.0,2.87,65
50084.0,3.01,54
12499.0,2.54,66
50040.0,3.27,32
48060.0,2.95,50
22229.0,2.5,33
10941.0,2.34,39
83517.0,3.49,42
28648.0,2.91,63
41391.0,3.03,61
30546.0,2.72,47
58473.0,3.12,52
24914.0,2.92,63
20185.0,2.84,53
39695.0,3.47,33
22903.0,2.79,41
60780.0,3.02,33
31298.0,2.84,49
17978.0,2.9,38
66286.0,3.25,47
55497.0,3.26,30
25797.0,2.72,61
21887.0,2.86,54
14427.0,2.55,61
46863.0,2.83,65
47794.0,2.91,36
59618.0,3.04,56
22680.0,3.02,58
28258.0,3.13,55
29378.0,3.02,33
42253.0,2.91,61
65831.0,3.15,42
50885.0,3.28,52
31264.0,2.73,35
32708.0,2.74,34
16236.0,2.64,58
22419.0,2.71,31
23535.0,2.48,38
39919.0,2.8,43
59935.0,3.14,33
57569.0,3.01,35
42222.0,3.68,54
65248.0,3.15,46
34258.0,2.84,42
46073.0,3.38,43
27647.0,2.6,38
28260.0,3.17,59
24768.0,2.76,39
40119.0,3.03,48
16169.0,2.31,59
39109.0,3.69,59
44738.0,3.26,41
20702.0,3.0,32
19923.0,2.6,30
79778.0,3.32,33
20790.0,2.85,62
35351.0,2.96,59
20243.0,2.51,34
17870.0,2.63,47
98516.0,3.67,52
60219.0,3.1,60
44364.0,2.98,48
31857.0,2.81,35
25586.0,2.98,65
32671.0,2.75,47
23546.0,3.08,35
42875.0,2.92,31
52412.0,3.04,66
75897.0,3.25,61
48448.0,3.01,41
70549.0,3.15,35
23655.0,2.92,34
22911.0,2.53,45
66414.0,3.29,50
29379.0,2.64,60
17991.0,2.89,38
54836.0,2.94,30
40977.0,3.12,65
32037.0,3.31,55
12167.0,2.24,65
24254.0,2.49,47
41207.0,2.73,32
15313.0,2.63,32
53484.0,3.26,34
16582.0,2.55,34
51396.0,2.94,39
33487.0,3.29,59
14607.0,2.66,62
35523.0,2.91,45
58588.0,3.41,34
18133.0,2.59,42
21870.0,2.55,65
81780.0,3.3,48
52986.0,3.12,32
43860.0,3.54,52
45088.0,2.91,49
60016.0,3.01,36
30057.0,2.92,57
6893.0,2.36,52
39026.0,3.02,31
35048.0,3.02,30
19625.0,2.93,39
14639.0,2.35,30
20514.0,2.83,50
20918.0,2.84,41
36905.0,2.78,38
53938.0,3.29,62
38644.0,3.16,36
58388.0,3.13,33
19594.0,2.83,56
51464.0,3.05,31
27917.0,2.54,38
31699.0,3.38,36
26703.0,3.18,54
10726.0,2.25,33
29720.0,2.88,49
26264.0,2.73,39
18809.0,2.92,36
34081.0,3.08,54
18249.0,2.49,56
7798.0,2.33,37
68781.0,3.18,34
47382.0,3.05,42
25180.0,3.0,63
46125.0,3.1,33
10301.0,2.39,36
55228.0,3.29,52
24801.0,2.54,65
43328.0,2.97,59
47037.0,3.22,53
15145.0,2.71,64
46889.0,3.33,59
43942.0,3.32,34
28646.0,2.63,34
4978.0,2.18,47
62645.0,3.15,59
18081.0,2.45,31
50468.0,2.96,53
34531.0,3.03,35
26952.0,3.02,54
62836.0,3.3,56
51488.0,3.01,53
40145.0,2.82,40
47465.0,3.28,50
45231.0,3.28,42
43298.0,3.05,58
32356.0,2.88,44
24996.0,3.13,35
36474.0,3.05,46
37809.0,2.76,58
11252.0,2.32,44
47585.0,2.95,40
26768.0,2.76,42
40952.0,3.11,36
30937.0,3.15,50
18188.0,2.9,42
29532.0,3.37,35
37967.0,2.95,48
9848.0,2.4,41
22844.0,2.87,39
51477.0,3.46,48
37382.0,2.67,54
52649.0,3.05,34
38474.0,3.38,57
53067.0,2.97,40
52591.0,3.37,63
29447.0,2.95,62
28262.0,2.99,48
41867.0,2.85,63
14589.0,2.65,44
48329.0,3.18,59
19807.0,2.7,60
37035.0,2.91,58
60748.0,3.2,35
58206.0,3.12,54
11191.0,2.24,59
16857.0,2.76,36
16634.0,2.84,42
49622.0,3.0,49
23358.0,2.73,39
46278.0,3.5,41
46672.0,2.99,44
37891.0,2.9,34
33767.0,3.36,62
32834.0,3.03,52
26149.0,2.51,59
54542.0,3.57,31
76654.0,3.29,62
93298.0,3.54,38
17026.0,2.76,57
25313.0,3.22,54
65380.0,3.48,33
33628.0,3.29,30
14470.0,2.6,58
53182.0,2.96,52
20060.0,2.86,61
19945.0,2.92,60
40765.0,2.87,44
30924.0,2.95,66
59627.0,3.24,55
105543.0,3.69,47
49304.0,3.01,44
50794.0,3.08,46
31359.0,2.83,39
40148.0,3.09,54
41130.0,3.2,58
79083.0,3.29,43
19828.0,2.93,32
97996.0,3.55,48
16557.0,2.77,32
26806.0,2.69,52
45375.0,3.11,59
57874.0,3.21,60
69770.0,3.23,32
23978.0,2.72,40
31459.0,2.7,62
26811.0,3.01,63
32588.0,2.9,51
43825.0,2.84,57
38180.0,2.9,47
83441.0,3.45,46
27856.0,2.83,62
31023.0,2.91,55
49956.0,2.95,35
17960.0,2.5,55
42406.0,3.08,43
28537.0,3.19,60
24540.0,2.55,66
21904.0,2.66,57
35491.0,3.0,49
34849.0,2.86,64
14808.0,2.59,55
38431.0,3.44,57
26113.0,2.91,53
56513.0,3.0,50
45535.0,2.93,42
18677.0,2.58,56
30332.0,2.79,49
38559.0,2.71,31
47821.0,3.21,52
69968.0,3.35,44
26447.0,3.13,59
47928.0,3.12,38
52283.0,3.22,62
42220.0,3.08,52
57330.0,3.13,64
36312.0,2.72,56
53712.0,3.04,43
61148.0,3.49,36
24120.0,3.1,50
53262.0,3.54,46
38916.0,2.83,37
20128.0,2.54,45
52036.0,3.32,43
40633.0,3.05,59
46234.0,3.08,53
44310.0,2.85,47
29515.0,2.96,50
57264.0,3.03,52
50353.0,3.05,61
44301.0,2.83,63
21203.0,2.85,59
49017.0,2.89,51
63462.0,3.1,48
84545.0,3.48,62
59596.0,3.28,45
33957.0,3.05,64
41927.0,2.86,62
52766.0,2.98,46
34519.0,3.1,59
50947.0,3.25,65
54361.0,3.21,54
35555.0,2.97,45
51456.0,3.05,57
24323.0,3.02,62
16568.0,2.48,36
40651.0,3.2,66
22785.0,3.04,56
87058.0,3.42,45
34531.0,2.93,59
55865.0,3.89,50
63418.0,3.19,37
57764.0,3.15,32
26566.0,3.0,42
47892.0,3.06,50
51496.0,2.98,66
68567.0,3.53,51
20401.0,2.76,46
27520.0,3.19,60
42314.0,2.76,64
45152.0,3.0,45
34869.0,2.63,46
27136.0,2.69,48
34413.0,3.03,62
86816.0,3.52,48
65978.0,3.23,38
31520.0,3.16,49
39259.0,3.07,35
39576.0,3.14,44
37338.0,3.1,50
38059.0,2.8,65
63581.0,3.53,61
31935.0,3.2,42
32522.0,2.74,64
33571.0,3.19,49
44299.0,3.27,35
47402.0,3.35,46
54432.0,3.13,57
34649.0,3.2,44
82391.0,3.31,34
35022.0,2.98,62
64825.0,3.07,35
58626.0,3.25,56
32892.0,3.09,62
19638.0,2.63,45
53662.0,3.15,41
42533.0,2.98,60
9705.0,2.3,40
8593.0,2.28,63
8425.0,2.44,49
81150.0,3.61,55
25760.0,2.95,33
56296.0,3.13,48
8826.0,2.25,36
52185.0,2.92,34
30882.0,3.3,59
36049.0,2.85,39
30558.0,2.98,39
42832.0,3.07,38
70345.0,3.41,38
21189.0,2.81,38
25227.0,2.54,30
51977.0,2.95,59
25685.0,3.02,52
39979.0,3.74,37
37164.0,2.77,56
66731.0,3.38,40
27378.0,2.71,46
79779.0,3.3,56
27042.0,2.87,58
46593.0,3.03,51
74136.0,3.39,42
88424.0,3.47,65
33965.0,2.72,39
42104.0,2.89,62
22342.0,2.89,66
23527.0,2.92,53
18625.0,2.51,56
28170.0,3.0,62
36364.0,2.9,35
21658.0,2.72,64
44466.0,2.79,50
53434.0,2.92,40
72709.0,3.43,38
84094.0,3.7,54
35400.0,3.26,63
40191.0,3.0,63
48633.0,3.53,50
63186.0,3.08,49
47879.0,3.0,41
28892.0,3.22,47
38395.0,3.11,58
85375.0,3.8,48
23437.0,2.88,45
49969.0,2.95,55
53731.0,3.03,43
31235.0,3.35,31
24963.0,3.02,41
52294.0,3.21,49
50035.0,3.14,45
32821.0,3.13,59
33344.0,2.85,34
28238.0,2.59,48
43737.0,3.25,32
34466.0,3.45,46
37282.0,2.81,35
25971.0,2.81,50
39472.0,3.09,38
30279.0,2.92,46
25227.0,2.6,48
52723.0,3.18,56
38499.0,3.25,31
54103.0,3.34,31
30967.0,2.64,31
37361.0,3.24,49
66526.0,3.38,35
35157.0,2.89,61
29497.0,2.93,60
36016.0,3.06,64
50812.0,3.12,38
35857.0,2.94,40
24266.0,2.78,43
59422.0,3.12,52
25817.0,2.87,39
31494.0,2.64,38
35912.0,3.1,51
46886.0,3.02,64
47571.0,3.07,32
64110.0,3.14,34
22111.0,2.7,52
60358.0,3.04,33
38365.0,3.29,64
37766.0,3.38,43
15595.0,2.77,46
29894.0,2.55,50
45861.0,2.99,65
41277.0,3.4,66
26781.0,2.86,64
54617.0,3.21,47
92282.0,3.5,38
69218.0,3.2,65
51861.0,3.16,38
57184.0,3.53,62
25819.0,2.79,33
14949.0,2.64,43
58284.0,3.05,64
23100.0,2.68,51
30934.0,3.15,42
29128.0,2.94,55
17055.0,2.51,51
52783.0,2.91,42
41829.0,3.15,31
45881.0,3.19,30
24030.0,2.63,37
30323.0,2.89,39
49974.0,3.37,47
45916.0,2.81,62
33221.0,3.46,38
74311.0,3.35,56
45268.0,2.99,55
16319.0,2.41,62
22422.0,2.85,63
16528.0,2.64,39
85440.0,3.62,50
26284.0,2.87,41
68431.0,3.51,51
68584.0,3.25,50
28087.0,3.02,60
15486.0,2.5,31
52259.0,2.93,52
37294.0,2.74,48
21098.0,2.65,53
57004.0,3.27,65
42370.0,3.32,60
15776.0,2.75,34
72118.0,3.18,41
48257.0,3.42,37
45373.0,3.25,57
40735.0,3.25,45
70311.0,3.33,52
32226.0,2.87,55
39745.0,2.77,38
56082.0,3.38,30
51259.0,3.14,41
43777.0,3.45,64
47896.0,2.86,30
56897.0,3.01,37
48022.0,3.19,46
34746.0,2.86,63
23722.0,3.05,52
50216.0,2.86,46
21402.0,2.62,38
15489.0,2.71,43
62776.0,3.4,57
64880.0,3.13,65
41445.0,3.21,45
66837.0,3.19,40
60586.0,3.04,52
60108.0,3.2,52
50917.0,3.39,30
98115.0,3.57,52
48078.0,3.02,58
11419.0,2.57,59
24077.0,2.59,30
33394.0,3.04,49
26883.0,2.65,32
77021.0,3.6,41
73360.0,3.24,49
20204.0,2.55,48
39823.0,3.27,35
42053.0,3.24,38
87411.0,3.43,36
18918.0,2.76,56
40181.0,2.95,38
90503.0,3.44,64
39202.0,2.7,44
27917.0,2.79,46
16834.0,2.47,40
47462.0,2.98,58
34820.0,2.8,57
22965.0,2.89,63
31835.0,3.34,31
42658.0,2.96,64
30680.0,2.92,52
40505.0,2.95,39
19139.0,2.87,58
65731.0,3.1,65
50382.0,3.43,60
20833.0,2.58,65
25319.0,2.89,40
76968.0,3.26,50
34310.0,2.68,60
34393.0,2.95,54
14064.0,2.6,37
33429.0,3.24,60
31127.0,2.68,50
38240.0,3.02,52
41544.0,3.17,37
52240.0,3.14,40
71162.0,3.2,31
42561.0,3.09,56
35502.0,2.88,40
16138.0,2.83,31
68198.0,3.36,32
26162.0,2.97,48
30447.0,2.91,45
43640.0,3.24,33
65905.0,3.38,35
26679.0,2.68,64
24722.0,2.54,52
9215.0,2.32,50
30988.0,2.96,50
34299.0,3.14,66
18188.0,2.63,30
79982.0,3.44,48
34931.0,2.71,65
39020.0,3.67,54
32913.0,2.86,32
26159.0,3.21,60
45082.0,2.98,63
56827.0,3.37,52
22258.0,2.91,55
65676.0,3.2,62
25077.0,2.9,56
51635.0,2.95,60
27988.0,2.89,51
45520.0,3.13,34
115553.0,3.84,58
35203.0,2.67,62
32693.0,2.88,50
86109.0,3.38,31
48346.0,2.92,57
47600.0,3.36,42
57505.0,3.36,46
19502.0,2.45,42
67080.0,3.22,34
37079.0,3.03,42
43172.0,3.07,59
48255.0,3.14,48
30600.0,3.12,37
49416.0,3.09,60
56787.0,3.1,30
17058.0,2.77,38
23066.0,2.81,63
14457.0,2.61,49
36981.0,3.44,31
14813.0,2.69,32
56609.0,3.14,46
53398.0,3.25,33
41087.0,2.91,65
47823.0,3.21,51
58878.0,2.99,38
43991.0,2.98,45
26325.0,2.83,66
42887.0,3.07,45
34764.0,2.63,52
44785.0,2.8,53
42565.0,3.06,56
52961.0,3.1,31
39133.0,3.12,34
57578.0,3.44,64
46573.0,3.01,64
55604.0,2.96,50
36881.0,3.28,55
10536.0,2.56,59
72237.0,3.45,36
32877.0,2.81,53
32268.0,2.62,63
94879.0,3.52,43
19374.0,2.52,60
41300.0,3.48,35
49618.0,2.96,42
20269.0,2.86,41
40203.0,3.21,58
18447.0,2.83,60
36646.0,3.39,51
40084.0,3.33,32
23469.0,2.52,56
63648.0,3.33,35
22630.0,2.91,32
36782.0,2.98,56
26594.0,3.22,35
13156.0,2.67,36
40528.0,3.17,46
27361.0,3.29,39
33623.0,2.71,36
44831.0,3.16,65
42782.0,3.18,64
33888.0,2.69,31
16686.0,2.74,58
25159.0,2.91,51
82408.0,3.36,59
36669.0,2.86,34
44050.0,3.18,45
72513.0,3.33,34
46226.0,3.13,49
46889.0,3.28,46
26825.0,2.97,41
16153.0,2.58,54
35299.0,2.72,54
28587.0,2.71,31
19577.0,2.62,52
52644.0,3.39,30
19102.0,2.57,37
36456.0,2.84,41
47270.0,3.03,33
13421.0,2.65,44
76320.0,3.59,58
39537.0,3.03,36
20659.0,2.67,47
20888.0,2.53,47
62491.0,3.19,66
51713.0,3.04,33
43374.0,2.95,63
24579.0,2.6,30
48335.0,3.68,36
34113.0,3.04,37
46058.0,2.88,32
47951.0,2.95,57
26767.0,2.87,55
44527.0,2.91,54
40876.0,2.95,63
84181.0,3.71,35
29802.0,2.89,49
65085.0,3.29,48
33112.0,3.41,59
46647.0,3.29,30
59764.0,3.31,61
23322.0,2.57,49
50190.0,2.86,66
53356.0,2.95,64
29076.0,2.96,42
29524.0,3.24,39
47712.0,3.0,33
32033.0,2.85,37
70771.0,3.18,42
44672.0,3.36,55
23547.0,2.6,59
24455.0,2.82,66
19896.0,2.91,31
22561.0,2.5,57
25158.0,2.87,52
86428.0,3.49,58
39568.0,2.97,54
45656.0,2.94,39
44771.0,3.27,45
35917.0,2.76,39
45816.0,3.16,49
58006.0,3.06,39
48313.0,3.09,53
82069.0,3.38,47
30899.0,2.84,60
54287.0,3.19,37
59655.0,3.33,62
44814.0,2.91,65
19214.0,2.79,64
21967.0,2.66,35
20691.0,2.83,42
38747.0,3.06,60
35269.0,3.06,36
12968.0,2.51,54
31540.0,2.73,52
15731.0,2.78,41
19176.0,2.93,53
39515.0,3.1,31
39485.0,3.59,53
31786.0,2.77,48
29835.0,2.7,56
29687.0,3.0,65
25349.0,2.92,33
59069.0,3.05,62
74818.0,3.22,66
30674.0,3.07,34
26586.0,3.11,54
2895.0,2.14,65
34394.0,2.66,30
53594.0,2.96,36
20050.0,2.61,64
39623.0,2.72,37
42095.0,2.82,53
13907.0,2.55,59
56241.0,3.25,61
51509.0,2.89,34
30628.0,2.82,36
66930.0,3.24,62
17496.0,2.53,41
68785.0,3.25,30
35105.0,3.04,57
38636.0,3.2,30
26832.0,3.11,45
26996.0,2.56,46
23373.0,3.06,40
30749.0,2.79,34
60330.0,3.16,31
18079.0,2.58,65
20129.0,2.92,54
61623.0,3.09,31
11710.0,2.56,34
12936.0,2.52,63
8128.0,2.4,52
43251.0,2.96,62
65690.0,3.1,59
53248.0,3.43,45
33045.0,2.8,47
23970.0,2.52,41
35666.0,2.78,57
28239.0,2.78,63
37314.0,2.76,45
43984.0,2.88,49
45009.0,3.45,40
50298.0,2.93,66
34572.0,2.84,42
38381.0,3.11,40
33676.0,2.82,45
28396.0,2.72,31
38112.0,2.69,45
33845.0,2.83,52
30840.0,2.97,64
65206.0,3.34,39
20925.0,3.02,55
40282.0,3.12,60
48463.0,3.1,60
71715.0,3.53,62
28330.0,2.73,66
37928.0,3.27,42
66854.0,3.11,31
27650.0,3.09,53
63474.0,3.1,36
39782.0,2.96,41
36434.0,3.28,66
29966.0,2.65,58
51193.0,2.95,38
55418.0,3.32,48
54359.0,3.05,63
27579.0,2.72,41
30396.0,2.84,57
10130.0,2.3,46
36400.0,3.16,35
51324.0,2.96,53
73809.0,3.48,51
43878.0,3.1,50
27090.0,2.95,50
24875.0,2.94,34
29601.0,2.88,50
83481.0,3.34,51
36219.0,2.96,31
48584.0,2.97,35
48012.0,3.39,48
32548.0,2.8,64
22364.0,3.08,42
74388.0,3.32,39
44859.0,2.97,65
61819.0,3.4,52
51060.0,3.18,36
42313.0,2.95,43
36493.0,3.2,52
14959.0,2.29,46
21399.0,3.02,46
28304.0,2.85,39
23908.0,2.7,37
42852.0,2.83,34
58420.0,3.19,30
42010.0,2.88,31
56965.0,3.55,61
27842.0,3.03,41
39055.0,2.93,57
31225.0,3.33,34
49409.0,3.18,46
8923.0,2.47,37
54971.0,2.95,53
64316.0,3.11,33
25841.0,2.75,50
50167.0,2.9,59
40216.0,3.09,35
30864.0,3.0,61
